station_id,latitude,longitude,elevation,state,name,network,wmo_id
USC00136392,41.0244,-92.4083,249.9,IA,OTTUMWA #1,,
USW00014950,41.1078,-92.4467,256.6,IA,OTTUMWA INDUSTRIAL AP,,
US1IAST0003,41.6885,-90.5438,241.1,IA,PARK VIEW 0.2 WSW,,
USC00136492,42.5772,-92.805,297.2,IA,PARKERSBURG,,
USC00136492,42.5772,-92.805,285.3,IA,PARKERSBURG,,
USC00136527,41.3761,-92.9203,237.7,IA,PELLA 1S,,
USC00136566,41.8394,-94.1106,294.1,IA,PERRY,,
USC00136566,41.8394,-94.1106,289.6,IA,PERRY,,
USC00136590,42.9183,-95.3369,374.9,IA,PETERSON,,
USC00136719,42.7292,-94.6614,369.4,IA,POCAHONTAS,,
USC00136755,42.5864,-93.4364,358.1,IA,POPEJOY 1S,,
USC00136755,42.5864,-93.4364,345.9,IA,POPEJOY 1S,,
USC00136766,43.09,-91.5581,355.1,IA,POSTVILLE,,
USC00136800,43.0864,-95.6292,463.3,IA,PRIMGHAR,,
USC00136891,40.8744,-95.5667,298.7,IA,RANDOLPH,,
USC00136910,40.825,-92.8925,294.1,IA,RATHBUN DAM,,
USC00136940,41.0036,-95.2419,317.0,IA,RED OAK,,
USC00136976,42.8106,-95.9753,405.4,IA,REMSEN #2,,
USC00137147,43.43,-96.1686,411.5,IA,ROCK RAPIDS,HCN,
USC00137152,43.2044,-96.3061,379.8,IA,ROCK VALLEY,,
USC00137161,42.3969,-94.6292,364.2,IA,ROCKWELL CITY,HCN,
USC00137161,42.3969,-94.6292,370.0,IA,ROCKWELL CITY,HCN,
USC00137312,42.4194,-94.9761,368.8,IA,SAC CITY,,
USC00137363,40.8356,-91.6222,198.1,IA,SALEM 1 S,,
USC00137386,43.1792,-95.6603,472.7,IA,SANBORN,,
US1IACF0002,42.1655,-95.4287,451.1,IA,SCHLESWIG 0.4 NE,,
USC00137594,43.1808,-95.8528,432.8,IA,SHELDON,,
USC00137594,43.1803,-95.8533,432.8,IA,SHELDON,,
USC00137613,40.7672,-95.38,297.2,IA,SHENANDOAH,,
USC00137613,40.7719,-95.3567,304.5,IA,SHENANDOAH,,
USC00137664,43.4047,-95.7483,466.0,IA,SIBLEY,,
USC00137664,43.4403,-95.7225,487.1,IA,SIBLEY 3 NE,,
USC00137669,40.7453,-95.6422,341.4,IA,SIDNEY,,
USC00137669,40.7361,-95.6431,347.5,IA,SIDNEY 1SSE,,
USC00137678,41.3328,-92.1975,243.8,IA,SIGOURNEY,,
USC00137678,41.3372,-92.2278,223.1,IA,SIGOURNEY,,
USC00137702,42.3964,-96.3778,335.3,IA,SIOUX CITY ANG,,
USW00014943,42.3914,-96.3792,333.8,IA,SIOUX CITY GATEWAY AP,,72557
USC00137713,42.5356,-96.4108,365.8,IA,SIOUX CITY PERRY CREEK,,
USC00137700,43.0558,-96.1525,414.5,IA,SIOUX CTR 2 SE,,
USC00137726,42.8931,-95.0653,432.8,IA,SIOUX RAPIDS 4 E,,
USC00137844,43.1653,-95.1467,404.2,IA,SPENCER 1 N,,72650
USW00014972,43.1644,-95.2017,407.8,IA,SPENCER MUNI AP,,72650
USC00137859,43.4231,-95.1394,432.8,IA,SPIRIT LAKE,,
USC00137326,43.3817,-92.9233,347.2,IA,ST ANSGAR,,
USC00137892,42.6333,-91.8633,339.5,IA,STANLEY,,
USC00137932,42.4081,-93.0731,297.2,IA,STEAMBOAT ROCK,,
USC00137979,42.6469,-95.1933,439.5,IA,STORM LAKE,HCN,
USC00137979,42.6347,-95.1694,434.3,IA,STORM LAKE 2 E,HCN,
USC00138009,42.6853,-91.5325,365.8,IA,STRAWBERRY POINT,,
USC00138009,42.6853,-91.5331,365.8,IA,STRAWBERRY PT,,
USC00138026,43.4022,-94.3831,377.6,IA,SWEA CITY 4W,,
USC00138026,43.4542,-94.3069,359.7,IA,SWEA CITY 5N,,
USC00138062,41.8497,-91.6764,240.8,IA,SWISHER #2,,
USC00138062,41.8483,-91.6922,248.4,IA,SWISHER #2,,
USC00138266,41.7797,-91.1269,249.9,IA,TIPTON,,
USC00138270,43.2353,-94.0417,356.6,IA,TITONKA,,
USC00138296,42.0356,-92.5806,289.3,IA,TOLEDO 3N,HCN,
USC00138296,42.0356,-92.5806,285.0,IA,TOLEDO 3N,HCN,
USC00138339,42.8125,-92.2575,292.6,IA,TRIPOLI,,
USC00138339,42.8125,-92.2575,321.6,IA,TRIPOLI,,
USC00138410,41.3894,-95.6811,329.2,IA,UNDERWOOD,,
USC00138568,42.1703,-92.0078,259.1,IA,VINTON,,
USC00138632,41.8611,-91.8022,240.8,IA,WALFORD 2 SE,,
USC00138632,41.8625,-91.8025,240.8,IA,WALFORD 2 SE,,
USC00138668,41.1761,-91.1922,179.8,IA,WAPELLO,,
USC00138668,41.1806,-91.1897,176.8,IA,WAPELLO,,
USC00138688,41.2828,-91.7067,210.3,IA,WASHINGTON,HCN,
USC00138688,41.2825,-91.7078,209.4,IA,WASHINGTON,HCN,
US1IABH0006,42.465,-92.341,278.0,IA,WATERLOO 1.9 SSE,,
USW00094910,42.5544,-92.4011,264.6,IA,WATERLOO MUNI AP,,72548
USC00138742,43.0533,-92.0372,318.5,IA,WAUCOMA,,
USC00138742,43.0603,-92.0489,340.8,IA,WAUCOMA 1WNW,,
US1IAFY0003,43.0087,-92.0271,313.3,IA,WAUCOMA 3.2 S,,
USC00138755,43.2742,-91.4711,388.6,IA,WAUKON,,
USC00138806,42.4686,-93.7972,356.6,IA,WEBSTER CITY,,
USC00138806,42.4686,-93.7975,326.7,IA,WEBSTER CITY,,
USC00139062,42.4875,-93.5414,362.7,IA,WILLIAMS,,
USC00139067,41.665,-91.9978,237.7,IA,WILLIAMSBURG 1E,,
USC00139067,41.6403,-91.9783,246.9,IA,WILLIAMSBURG 3SE,,
US1IAPK0037,41.5981,-93.6995,263.0,IA,WINDSOR HEIGHTS 0.8 SE,,
USC00139132,41.3561,-94.0128,317.0,IA,WINTERSET 1N,,
USC00139132,41.315,-94.0183,335.3,IA,WINTERSET 1S,,
USC00139750,42.1669,-93.3097,340.2,IA,ZEARING,,
USC00139750,42.1669,-93.3097,335.9,IA,ZEARING,,
USC00100010,42.9536,-112.8253,1342.6,ID,ABERDEEN EXP STN,HCN,
USC00100218,42.7986,-112.8036,1374.6,ID,AMERICAN FALLS,,
USC00100227,42.8572,-112.88,1345.7,ID,AMERICAN FALLS 6 NE,,
US1IDPW0001,42.7914,-113.0151,1394.2,ID,AMERICAN FALLS 8.2 W,,
USC00100282,43.3572,-115.4522,1183.2,ID,ANDERSON DAM,,
USC00100347,42.5031,-112.5758,1588.0,ID,ARBON 2 NW,,
USC00100375,43.6356,-113.2989,1623.1,ID,ARCO,,
USC00100375,43.6356,-113.2997,1623.1,ID,ARCO,,
USW00004126,43.4622,-113.5561,1804.4,ID,ARCO 17 SW,,
USW00004126,43.4622,-113.5561,1804.4,ID,ARCO 17 SW,,72579
USC00100448,43.5936,-115.9236,986.0,ID,ARROWROCK DAM,HCN,
USC00100470,44.0425,-111.2739,1588.6,ID,ASHTON 1N,HCN,
USC00100470,44.0708,-111.4564,1588.6,ID,ASHTON 1N,HCN,
US1IDKT0003,47.9493,-116.6757,749.5,ID,ATHOL 1.5 ENE,,
US1IDSH0002,47.2497,-115.805,760.2,ID,AVERY 0.1 S,,
USC00100528,47.2525,-115.9206,730.0,ID,AVERY RS #2,,
USS0015F04S,43.76,-115.24,2310.4,ID,Atlanta Summit,,
USC00100667,47.9803,-116.5594,636.1,ID,BAYVIEW MODEL BASIN,,
USC00100774,43.4669,-114.2578,1582.5,ID,BELLEVUE,,
US1IDBN0003,43.4626,-114.2553,1582.2,ID,BELLEVUE 0.3 SSE,,
USC00100803,42.3353,-111.385,1817.8,ID,BERN,HCN,
USC00100915,43.1969,-112.3531,1382.6,ID,BLACKFOOT FIRE DEPT,,
USC00100915,43.1917,-112.3453,1371.3,ID,BLACKFOOT FIRE DEPT,,
US1IDAD0009,43.6323,-116.2045,827.8,ID,BOISE 2.1 NNE,,
US1IDAD0005,43.6231,-116.2963,816.3,ID,BOISE 4.4 WNW,,
US1IDAD0046,43.5739,-116.1437,838.2,ID,BOISE 4.7 ESE,,
US1IDAD0020,43.5772,-116.1565,834.2,ID,BOISE 4.8 ESE,,
US1IDAD0002,43.6695,-116.2653,799.2,ID,BOISE 5.3 NW,,
US1IDAD0011,43.5695,-116.3248,824.5,ID,BOISE 6.1 SW,,
USC00101017,43.7383,-116.2022,1184.1,ID,BOISE 7 N,,
USW00024131,43.5667,-116.2406,857.7,ID,BOISE AIR TERMINAL,GSN,72681
US1IDAD0021,43.5484,-116.1337,903.7,ID,BOISE CITY 6.1 SE,,
USC00101018,43.5253,-116.0542,865.6,ID,BOISE LUCKY PEAK DAM,,
USC00101024,43.5686,-116.21,870.5,ID,BOISE NWS WFO,,
USC00101079,48.6928,-116.3103,632.5,ID,BONNERS FERRY,,
US1IDBD0006,48.731,-116.3313,694.6,ID,BONNERS FERRY 2.8 NNW,,
US1IDBD0001,48.6445,-116.2877,687.3,ID,BONNERS FERRY 3.5 SSE,,
USC00101180,44.8364,-116.8981,562.1,ID,BROWNLEE DAM,,
USC00101195,42.8819,-115.8017,771.1,ID,BRUNEAU,,
USC00101220,42.6006,-114.7453,1158.2,ID,BUHL #2,,
USW00024133,42.5417,-113.7661,1262.5,ID,BURLEY MUNI AP,,
USS0015E11S,44.3,-115.23,2145.8,ID,Banner Summit,,
USS0016E11S,44.95,-116.14,1630.7,ID,Bear Basin,,
USS0013F03S,43.74,-113.94,2407.9,ID,Bear Canyon,,
USS0016A08S,48.31,-116.07,1645.9,ID,Bear Mountain,,
USS0016E10S,44.61,-116.98,1883.7,ID,Bear Saddle,,
USS0015E02S,44.63,-115.79,2005.6,ID,Big Creek Summit,,
USS0016F02S,43.76,-116.1,1932.4,ID,Bogus Basin,,
USS0014G01S,42.16,-114.19,2286.0,ID,Bostetter R.S.,,
USS0016D09S,45.04,-116.13,1905.0,ID,Brundage Reservoir,,
USC00101363,48.0864,-116.0572,662.3,ID,CABINET GORGE,,
USC00101380,43.6667,-116.6833,722.4,ID,CALDWELL,,
USC00101408,44.5733,-116.6753,807.7,ID,CAMBRIDGE,HCN,
USC00101514,44.5228,-116.0481,1492.3,ID,CASCADE 1 NW,,
USC00101551,42.5503,-114.8661,1165.9,ID,CASTLEFORD 2 N,,
USC00101636,43.9592,-115.8453,1353.3,ID,CENTERVILLE ARBAUGH RC,,
USC00101636,43.9592,-115.8453,1353.3,ID,CENTERVILLE ARBAUGH RCH,,
USC00101663,44.5036,-114.2397,1577.3,ID,CHALLIS,,
USW00004114,44.5228,-114.215,1534.1,ID,CHALLIS AP,,
USC00101671,43.9772,-113.8289,1908.0,ID,CHILLY BARTON FLAT,,
USC00101671,43.9778,-113.8292,1908.0,ID,CHILLY BARTON FLAT,,
USC00101831,47.0139,-116.2664,871.7,ID,CLARKIA RS,,
USW00024136,47.7667,-116.8167,703.2,ID,COEUR D ALENE AP,,
USC00101956,47.6822,-116.7967,650.1,ID,COEUR D'ALENE,HCN,
US1IDKT0012,47.618,-116.8619,769.9,ID,COEUR D'ALENE 6.6 SSW,,
USC00102159,46.0336,-116.3919,1202.4,ID,COTTONWOOD 2 WSW,,
USC00102187,44.7442,-116.4325,897.0,ID,COUNCIL,,
USC00102246,46.2333,-116.4833,1143.0,ID,CRAIGMONT,,
USC00102260,43.465,-113.5581,1797.4,ID,CRATERS OF THE MOON,,
USC00102260,43.4628,-113.56,1802.6,ID,CRATERS OF THE MOON,,
USS0015F09S,43.27,-115.35,1740.4,ID,Camas Creek Divide,,
USS0014F19S,43.77,-114.42,1962.9,ID,Chocolate Gulch,,
USS0015C16S,46.76,-115.3,1914.1,ID,Cool Creek,,
USS0015E08S,44.29,-115.66,1639.8,ID,Cozy Cove,,
USS0011E37S,44.44,-111.99,2090.9,ID,Crab Creek,,
USS0015C09S,46.56,-115.29,1816.6,ID,Crater Meadows,,
USC00102390,44.4667,-115.5667,1717.5,ID,DEADWOOD DAM 15 N,,
USC00102392,44.4622,-115.5817,1813.0,ID,DEADWOOD LODGE,,
USC00102444,43.5764,-116.7475,765.0,ID,DEER FLAT DAM,,
USC00102575,45.5525,-115.4606,1713.0,ID,DIXIE,,
USC00102577,45.5697,-115.4528,1749.6,ID,DIXIE N,,
USC00102577,45.5697,-115.4528,1749.6,ID,DIXIE NORTH,,
USC00102667,42.4261,-112.1253,1482.9,ID,DOWNEY,,
USC00102676,43.7306,-111.1125,1865.4,ID,DRIGGS,,
USC00102707,44.2436,-112.2006,1661.2,ID,DUBOIS EXP STN,,
USC00102845,46.5022,-116.3217,303.3,ID,DWORSHAK FISH HATCH,HCN,
USC00102845,46.5022,-116.3217,303.3,ID,DWORSHAK FISH HATCHERY,HCN,
USS0015E04S,44.54,-115.56,2090.9,ID,Deadwood Summit,,
USS0014F08S,43.6,-114.67,2566.4,ID,Dollarhide Summit,,
USC00102875,45.8356,-115.4611,1236.9,ID,ELK CITY 1NE,,
USC00102892,46.7744,-116.1761,889.4,ID,ELK RIVER 1 S,,
USC00102892,46.7822,-116.1797,873.6,ID,ELK RVR,,
USC00102942,43.8544,-116.4664,728.5,ID,EMMETT 2 E,,
USS0016C20S,46.84,-116.12,1734.3,ID,Elk Butte,,
USS0011G06S,42.36,-111.56,2252.5,ID,Emigrant Summit,,
USC00103110,43.3167,-114.75,1530.1,ID,FAIRFIELD 3 SE,,
USC00103108,43.3428,-114.79,1543.8,ID,FAIRFIELD RS,,
USC00103143,46.0931,-115.5356,475.5,ID,FENN RS,HCN,
USC00103297,43.0428,-112.4133,1360.9,ID,FT HALL 1 NNE,,
USC00103297,43.0425,-112.4144,1360.9,ID,FT HALL 1 NNE,,
USS0011G32S,42.05,-111.6,2490.2,ID,Franklin Basin,,
USC00103448,44.1011,-115.9694,944.9,ID,GARDEN VALLEY,,
USC00103554,45.5394,-113.9275,1365.5,ID,GIBBONSVILLE,,
USC00103558,45.5469,-113.9258,1365.5,ID,GIBBONSVILLE #2,,
USC00103558,45.5469,-113.9258,1365.5,ID,GIBBONSVILLE NO 2,,
USC00103631,42.9403,-115.3231,751.6,ID,GLENNS FERRY,HCN,
US1IDEL0001,42.9766,-115.3022,805.3,ID,GLENNS FERRY 1.6 N,,
USC00103732,42.5872,-111.7275,1691.6,ID,GRACE,HCN,
USC00103760,43.0175,-116.1772,731.5,ID,GRAND VIEW 4 NW,,
USC00103771,45.9414,-116.1175,1005.8,ID,GRANGEVILLE,,
US1IDID0001,45.922,-116.126,1052.5,ID,GRANGEVILLE 0.4 SW,,
USC00103882,43.7186,-113.5472,1829.1,ID,GROUSE,,
USS0014F17S,43.88,-114.67,2276.9,ID,Galena,,
USS0014F12S,43.87,-114.71,2676.1,ID,Galena Summit,,
USS0013F04S,43.61,-113.93,1999.5,ID,Garfield R.S.,,
USS0011G33S,42.41,-111.17,2112.3,ID,Giveout,,
USS0015F14S,43.95,-115.27,1734.3,ID,Graham Guard Sta.,,
US1IDGD0001,42.8234,-114.8774,906.8,ID,HAGERMAN 1.1 ENE,,
USC00103932,42.8114,-114.9239,883.0,ID,HAGERMAN 2 SW,,
USC00103940,43.5186,-114.3025,1619.1,ID,HAILEY,,
USC00103964,43.9664,-112.2642,1460.0,ID,HAMER 4 NW,,
US1IDEL0005,42.9463,-115.469,771.1,ID,HAMMETT 2.0 W,,
USC00104140,42.5972,-114.1378,1237.5,ID,HAZELTON,HCN,
USC00104150,46.6311,-115.8086,975.4,ID,HEADQUARTERS,,
USC00104268,43.2994,-115.0733,1554.5,ID,HILL CITY 1 W,,
US1IDON0001,42.218,-112.636,1492.6,ID,HOLBROOK 4.0 NNE,,
USC00104295,42.3528,-114.5739,1379.2,ID,HOLLISTER,HCN,
USC00104318,43.6058,-116.9211,679.7,ID,HOMEDALE 1 SE,,
USC00104384,43.7828,-113.0033,1469.1,ID,HOWE,,
USS0015C06S,46.48,-115.63,1770.9,ID,Hemlock Butte,,
USS0016A12S,48.89,-116.76,1536.2,ID,Hidden Lake,,
USS0013E27S,44.02,-113.47,2438.4,ID,Hilts Creek,,
USS0013G01S,42.32,-113.62,2432.3,ID,Howell Canyon,,
USS0015B21S,47.53,-115.78,1295.4,ID,Humboldt Gulch,,
USS0014F16S,43.71,-114.16,2267.7,ID,Hyndman,,
USC00104442,43.8383,-115.8319,1208.5,ID,IDAHO CITY,,
USC00104455,43.5133,-112.0128,1445.4,ID,IDAHO FALLS - KIFI,,
USC00104455,43.5139,-112.0125,1445.4,ID,IDAHO FALLS - KIFI,,
US1IDBV0006,43.6176,-111.884,1487.4,ID,IDAHO FALLS 11.7 NE,,
USC00104456,43.3456,-111.7847,1776.4,ID,IDAHO FALLS 16 SE,,
USW00094143,43.5317,-112.9422,1505.1,ID,IDAHO FALLS 46 W,,
USW00024145,43.5164,-112.0672,1441.4,ID,IDAHO FALLS FANNING FLD,,
USC00104598,44.4189,-111.3714,1917.2,ID,ISLAND PARK,,
USS0011E10S,44.42,-111.39,1917.2,ID,Island Park,,
USC00104670,42.7325,-114.5192,1140.0,ID,JEROME,HCN,
USW00004110,42.7267,-114.4564,1233.8,ID,JEROME CO AP,,
US1IDNP0001,46.5203,-116.6743,287.4,ID,JULIAETTA 4.1 SSE,,
USS0015E09S,44.05,-115.44,2154.9,ID,Jackson Peak,,
USC00104793,46.2297,-116.0336,374.9,ID,KAMIAH,,
USC00104793,46.23,-116.0339,368.8,ID,KAMIAH,,
USC00104831,47.5339,-116.1222,724.5,ID,KELLOGG,HCN,
US1IDSH0001,47.5412,-116.122,700.4,ID,KELLOGG 0.6 ENE,,
USC00104845,43.6842,-114.3603,1795.3,ID,KETCHUM RS,HCN,
USC00105015,46.0983,-115.8875,768.1,ID,KOOSKIA 5 SE,,
USC00105013,46.0714,-115.9336,710.2,ID,KOOSKIA 5 SSE,,
USC00105038,43.4833,-116.4167,819.9,ID,KUNA,,
US1IDAD0007,43.4704,-116.4037,835.8,ID,KUNA 1.5 SSE,,
USC00105143,42.6194,-112.0067,1400.6,ID,LAVA HOT SPRINGS,,
USC00105177,44.6831,-113.3622,1828.8,ID,LEADORE #2,,
USC00105177,44.6831,-113.3622,1828.8,ID,LEADORE NO.2,,
USW00024149,46.3747,-117.0156,437.7,ID,LEWISTON NEZ PERCE CO AP,HCN,72783
USC00105275,42.1231,-111.3139,1806.2,ID,LIFTON PUMPING STN,HCN,
USC00105275,42.1231,-111.3133,1809.0,ID,LIFTON PUMPING STN,HCN,
USW00004109,46.1442,-115.5964,451.1,ID,LOWELL THREE RIVERS,,
USC00105414,44.0828,-115.6186,1194.8,ID,LOWMAN,,
USS0014C05S,46.63,-114.58,1597.2,ID,Lolo Pass,,
USS0016E18S,44.79,-116.09,1490.5,ID,Long Valley,,
USS0015B02S,47.46,-115.71,1566.7,ID,Lookout,,
USS0015B14S,47.07,-115.96,1862.3,ID,Lost Lake,,
USS0014F03S,43.82,-114.26,2407.9,ID,Lost-Wood Divide,,
USC00105462,43.9181,-113.6317,1797.4,ID,MACKAY LOST RIVER RS,HCN,
USC00105462,43.9178,-113.6153,1797.4,ID,MACKAY LOST RVR RS,HCN,
USW00024151,42.1492,-112.2872,1362.5,ID,MALAD CITY,HCN,
USC00105567,42.3061,-113.3689,1378.0,ID,MALTA,,
USC00105563,42.2917,-113.3042,1399.0,ID,MALTA 4 ESE,,
USC00105567,42.3019,-113.335,1383.8,ID,MALTA AVIATION,,
USC00105678,42.6681,-112.9981,1278.6,ID,MASSACRE ROCKS SP,,
USC00105685,44.5664,-113.8953,1539.2,ID,MAY 2SSE,HCN,
USC00105708,44.8869,-116.1047,1531.6,ID,MC CALL,,
USC00105708,44.8872,-116.1047,1531.6,ID,MCCALL,,
USW00094182,44.8889,-116.1017,1528.0,ID,MCCALL AP,,
USC00105716,42.6447,-112.1919,1455.7,ID,MCCAMMON,,
USC00105716,42.6522,-112.1936,1453.9,ID,MCCAMMON,,
US1IDAD0045,43.5508,-116.3526,819.0,ID,MERIDIAN 4.8 SSE,,
USC00105897,44.7189,-115.015,1365.5,ID,MIDDLE FORK LODGE,,
US1IDCY0012,43.7129,-116.613,734.3,ID,MIDDLETON 0.7 ENE,,
USC00105980,42.6767,-113.5003,1269.2,ID,MINIDOKA DAM,,
USC00105980,42.6769,-113.5022,1269.2,ID,MINIDOKA DAM,,
USC00106080,44.0303,-112.5667,1467.6,ID,MONTEVIEW,,
US1IDLT0001,46.7544,-117.0005,823.0,ID,MOSCOW 1.7 N,,
USC00106152,46.7281,-116.9558,810.8,ID,MOSCOW U OF I,HCN,
USC00106174,43.1261,-115.7119,957.1,ID,MTN HOME,,
USW00024106,43.05,-115.8667,912.0,ID,MTN HOME AFB,,
USC00106230,47.4714,-115.8,1004.6,ID,MULLAN,,
USC00106230,47.4661,-115.8114,975.7,ID,MULLAN,,
USW00024154,47.4569,-115.645,1837.3,ID,MULLAN PASS VOR/DME,,
USC00106250,42.0264,-115.3597,1570.3,ID,MURPHY (DESERT) HOT SPRINGS,,
USW00004127,43.2044,-116.7506,1204.0,ID,MURPHY 10 W,,
USW00004127,43.2044,-116.7506,1204.0,ID,MURPHY 10 W,,72580
USC00106250,42.0264,-115.3597,1570.3,ID,MURPHY DESERT HOT SPRG,,
USS0014G02S,42.18,-114.29,2097.0,ID,Magic Mountain,,
USS0013E18S,44.44,-113.32,2788.9,ID,Meadow Lake,,
USS0016B14S,47.15,-116.27,1374.6,ID,Mica Creek,,
USS0014E01S,44.47,-114.49,2682.2,ID,Mill Creek Summit,,
USS0013E06S,44.41,-113.4,2267.7,ID,Moonshine,,
USS0013D16S,45.67,-113.95,1889.8,ID,Moose Creek,,
USS0015F01S,43.93,-115.67,1859.3,ID,Mores Creek Summit,,
USS0014E04S,44.84,-114.27,2316.5,ID,Morgan Creek,,
USS0016C02S,46.81,-116.85,1432.6,ID,Moscow Mountain,,
USS0016A04S,48.06,-116.23,1585.0,ID,Mosquito Ridge,,
USS0015D06S,45.7,-115.23,1938.5,ID,Mountain Meadows,,
USS0016G07S,42.6,-116.56,1746.5,ID,Mud Flat,,
USS0016A14S,48.72,-116.46,1072.9,ID,Myrtle Creek,,
US1IDCY0015,43.6453,-116.594,744.9,ID,NAMPA 4.8 NNW,,
USC00106305,43.6039,-116.5753,752.9,ID,NAMPA SUGAR FACTORY,HCN,
USC00106388,44.9714,-116.2933,1177.1,ID,NEW MEADOWS RS,HCN,
USC00106424,46.2358,-116.2467,987.6,ID,NEZPERCE,,
USC00106424,46.2325,-116.243,990.0,ID,NEZPERCE,,
USC00106542,42.2342,-113.8981,1389.6,ID,OAKLEY,HCN,
USC00106586,44.1758,-116.2828,937.3,ID,OLA,,
USS0012G18S,42.26,-112.13,2054.4,ID,Oxford Spring,,
USC00106764,43.35,-111.2167,1641.3,ID,PALISADES,,
USC00106844,43.8022,-116.9442,698.0,ID,PARMA EXP STN,,
USC00106877,42.6283,-113.7622,1264.9,ID,PAUL 1ENE,,
USC00106877,42.6117,-113.7628,1264.9,ID,PAUL 1ENE,,
USC00106891,44.0764,-116.9311,655.3,ID,PAYETTE,HCN,
USC00107040,43.3111,-114.0742,1472.2,ID,PICABO,,
USC00107040,43.3086,-114.0667,1474.9,ID,PICABO,,
USC00107046,46.4922,-115.8006,938.8,ID,PIERCE,,
USC00107188,47.3117,-116.9561,886.7,ID,PLUMMER 3 WSW,,
USC00107188,47.3111,-116.9544,885.4,ID,PLUMMER 3 WSW,,
USC00107208,42.8917,-112.4086,1472.8,ID,POCATELLO 2 NE,,
US1IDBK0016,42.8998,-112.4311,1408.2,ID,POCATELLO 2.5 NE,,
USC00107210,42.875,-112.4444,1359.4,ID,POCATELLO CITY,,
USC00107210,42.875,-112.4469,1359.4,ID,POCATELLO CITY,,
USW00024156,42.9203,-112.5711,1364.9,ID,POCATELLO RGNL AP,GSN,72578
USC00107264,48.9994,-116.4992,548.3,ID,PORTHILL,HCN,
USC00107264,48.9939,-116.5025,548.3,ID,PORTHILL 1 SW,HCN,
USC00107301,46.9603,-116.855,841.2,ID,POTLATCH 3 NNE,,
USC00107320,46.51,-114.7111,1075.9,ID,POWELL,,
USC00107346,42.0933,-111.8683,1463.0,ID,PRESTON,,
USC00107346,42.0933,-111.8825,1438.4,ID,PRESTON,,
USC00107357,47.6428,-115.9172,776.3,ID,PRICHARD 3 ESE,,
US1IDBR0015,48.0324,-116.8062,657.5,ID,PRIEST RIVER 11.6 SSE,,
USC00107386,48.3514,-116.8356,725.4,ID,PRIEST RIVER EXP STN,HCN,
USC00107386,48.3511,-116.8353,722.7,ID,PRIEST RVR EXP STN,HCN,
USS0015C05S,46.49,-115.8,938.8,ID,Pierce R.S.,,
USS0011F02S,43.57,-111.21,2048.3,ID,Pine Creek Pass,,
USS0015F06S,43.51,-115.57,1463.0,ID,Prairie,,
USC00107563,45.7075,-115.3444,1325.9,ID,RED RIVER RS,,
USC00107644,43.8083,-111.7892,1525.5,ID,REXBURG BYU IDAHO,,
USW00094194,43.8339,-111.8045,1480.7,ID,REXBURG MADISON CO AP,,
USC00107648,43.2064,-116.7494,1197.9,ID,REYNOLDS,,
USC00107673,43.0528,-114.1581,1305.2,ID,RICHFIELD,,
USC00107673,43.0517,-114.155,1313.4,ID,RICHFIELD,,
USC00107689,43.6758,-111.9125,1489.9,ID,RIGBY,,
USC00107689,43.6761,-111.9125,1480.1,ID,RIGBY,,
USC00107706,45.4239,-116.315,548.6,ID,RIGGINS,,
USC00107706,45.3542,-116.395,626.7,ID,RIGGINS,,
USC00107808,42.5139,-112.875,1432.6,ID,ROCKLAND,,
USC00107968,42.6042,-113.7575,1280.2,ID,RUPERT 3 WSW,,
USS0017B06S,47.86,-117.04,1283.2,ID,Ragged Mountain,,
USS0016F08S,43.29,-116.85,1706.9,ID,Reynolds Creek,,
US1IDBR0003,48.2357,-116.5447,682.8,ID,SAGLE 1.8 NNE,,
USC00108022,43.9517,-111.6789,1496.6,ID,SAINT ANTHONY,,
USC00108062,47.3164,-116.5789,655.6,ID,SAINT MARIES,,
USC00108076,45.2,-113.8667,1232.6,ID,SALMON AP,,
USC00108080,45.1875,-113.9008,1198.2,ID,SALMON-KSRA,HCN,
USC00108080,45.1731,-113.8856,1204.9,ID,SALMON-KSRA,HCN,
US1IDBR0027,48.3995,-116.3153,839.7,ID,SANDPOINT 13.9 NE,,
USC00108137,48.2942,-116.5628,648.0,ID,SANDPOINT EXP STN,HCN,
USC00108380,42.9383,-114.4169,1204.0,ID,SHOSHONE 1 WNW,,
USC00108395,45.3767,-114.2775,1036.3,ID,SHOUP,,
USC00108412,43.0022,-116.8317,1877.6,ID,SILVER CITY 5 W,,
USC00108500,44.2964,-112.4094,1749.6,ID,SMALL 6N,,
US1IDCR0001,42.659,-111.5923,1769.7,ID,SODA SPRINGS 0.3 W,,
USC00108535,42.6514,-111.5833,1780.6,ID,SODA SPRINGS AP,,
US1IDBW0003,47.275,-116.577,766.9,ID,ST. MARIES 2.8 S,,
USC00108676,44.2206,-114.9342,1908.0,ID,STANLEY,,
USC00108676,44.2208,-114.9347,1904.7,ID,STANLEY,,
USW00004112,44.1708,-114.9272,1979.7,ID,STANLEY RS,,
USC00108818,43.8867,-111.7367,1501.1,ID,SUGAR CITY,,
USC00108928,43.2436,-116.3783,708.7,ID,SWAN FALLS P H,,
USC00108928,43.2436,-116.3783,708.7,ID,SWAN FALLS PH,,
USC00108937,43.4372,-111.2792,1645.0,ID,SWAN VALLEY,,
USC00108937,43.4447,-111.2939,1633.7,ID,SWAN VALLEY 2 E,,
USS0014C04S,46.47,-114.63,1880.6,ID,Savage Pass,,
USS0013E16S,44.85,-113.84,2603.0,ID,Schwartz Lake,,
